id,link,publish_data,category,title,author,img,img_caption,content
39,https://www.news24.com/sport/Soccer/EnglishPremiership/saudis-join-race-to-buy-manchester-united-report-20230217,3h ago,Sports,Saudis join race to buy Man United as deadline nears - report,AFP,https://cdn.24.co.za/files/Cms/General/d/8249/51abb1a4ef464b299c73524e140aa18a.jpg,Temba Bavuma. (Photo by SA20/Sportzpics/Gallo Images),
40,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/bok-winger-nkosi-to-start-for-bulls-against-stormers-steyn-set-for-150-game-milestone-20230217,5h ago,Sports,"Bok winger Nkosi to start for Bulls against Stormers, Steyn set for 150-game milestone",Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/7895/c666a4438c4640ae948f4e3bd1b17091.jpeg,Sbu Nkosi. (Johan Rynners/Vodacom Bulls),
41,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/scarra-starts-for-stormers-against-bulls-as-dobson-keeps-changes-to-a-minimum-20230217,4h ago,Sports,Scarra starts for Stormers against Bulls as Dobson keeps changes to a minimum,Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/8171/2df89e5e201f4b1ea7e46fc18878eff9.jpg,Scarra Ntubeni. (Photo by Ashley Vlotman/Gallo Images),
42,https://www.news24.com/sport/Rugby/Sevens/ismaiel-set-to-complete-rare-hat-trick-with-blitzboks-debut-in-la-20230217,3h ago,Sports,Ismaiel set to complete rare hat-trick with Blitzboks debut in LA,Compiled by Lynn Butler,https://cdn.24.co.za/files/Cms/General/d/8359/79fcb56731f549c2a97e92a9317ac514.jpg,Travis Ismaiel,
43,https://www.news24.com/sport/Cricket/khawaja-handscomb-lead-australia-fight-in-2nd-india-test-20230217,2h ago,Sports,"Khawaja, Handscomb lead Australia fight in 2nd India Test",AFP,https://cdn.24.co.za/files/Cms/General/d/8359/4ab3ad8452da4592bd0c87babd9463f2.jpg,Peter Handscomb. (Photo by Pankaj Nangia/Getty Images),
44,https://www.news24.com/sport/Golf/watch-tiger-woods-thrills-with-riviera-finish-i-was-able-to-fight-back-20230217,6h ago,Sports,WATCH | Tiger Woods thrills with Riviera finish: 'I was able to fight back',Compiled by Lynn Butler,https://cdn.24.co.za/files/Cms/General/d/8066/b7720b2587d74404a70ea7c07363c794.jpg,American golfer Tiger Woods,
45,https://www.news24.com/sport/Cricket/Proteas/proteas-leadership-shake-up-temba-takes-over-test-captaincy-ahead-of-windies-series-20230217,1h ago,Sports,"Proteas shake-up: Bavuma handed Test captaincy, stands down from T20 role as De Zorzi called up",Craig Taylor,https://cdn.24.co.za/files/Cms/General/d/8361/c6a838fdef4649b1833da1c2ac430c99.jpg,Temba Bavuma (Gallo),
46,https://www.news24.com/sport/OtherSport/WaterSport/birkett-mackenzie-tighten-their-grips-on-the-dusi-titles-20230217,29m ago,Sports,"Birkett, Mackenzie tighten their grips on the Dusi titles",Compiled by Craig Taylor,https://cdn.24.co.za/files/Cms/General/d/8362/a3c022dba3874a6292f26c6b35e09b8c.jpg,Andy Birkett (Gallo),
47,https://www.news24.com/sport/Cricket/SA20/biff-praises-temba-for-right-response-to-sa20-snub-reiterates-franchises-selection-autonomy-20230217,3h ago,Sports,"Biff praises Temba for 'right' response to SA20 snub, reiterates franchises' selection autonomy",Heinz Schenk,https://cdn.24.co.za/files/Cms/General/d/8249/51abb1a4ef464b299c73524e140aa18a.jpg,Temba Bavuma. (Photo by SA20/Sportzpics/Gallo Images),
48,https://www.news24.com/sport/Soccer/EnglishPremiership/saudis-join-race-to-buy-manchester-united-report-20230217,3h ago,Sports,Saudis join race to buy Man United as deadline nears - report,AFP,https://cdn.24.co.za/files/Cms/General/d/8249/51abb1a4ef464b299c73524e140aa18a.jpg,Temba Bavuma. (Photo by SA20/Sportzpics/Gallo Images),
49,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/bok-winger-nkosi-to-start-for-bulls-against-stormers-steyn-set-for-150-game-milestone-20230217,5h ago,Sports,"Bok winger Nkosi to start for Bulls against Stormers, Steyn set for 150-game milestone",Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/7895/c666a4438c4640ae948f4e3bd1b17091.jpeg,Sbu Nkosi. (Johan Rynners/Vodacom Bulls),
50,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/scarra-starts-for-stormers-against-bulls-as-dobson-keeps-changes-to-a-minimum-20230217,4h ago,Sports,Scarra starts for Stormers against Bulls as Dobson keeps changes to a minimum,Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/8171/2df89e5e201f4b1ea7e46fc18878eff9.jpg,Scarra Ntubeni. (Photo by Ashley Vlotman/Gallo Images),
51,https://www.news24.com/sport/Rugby/Sevens/ismaiel-set-to-complete-rare-hat-trick-with-blitzboks-debut-in-la-20230217,3h ago,Sports,Ismaiel set to complete rare hat-trick with Blitzboks debut in LA,Compiled by Lynn Butler,https://cdn.24.co.za/files/Cms/General/d/8359/79fcb56731f549c2a97e92a9317ac514.jpg,Travis Ismaiel,
52,https://www.news24.com/sport/Cricket/khawaja-handscomb-lead-australia-fight-in-2nd-india-test-20230217,2h ago,Sports,"Khawaja, Handscomb lead Australia fight in 2nd India Test",AFP,https://cdn.24.co.za/files/Cms/General/d/8359/4ab3ad8452da4592bd0c87babd9463f2.jpg,Peter Handscomb. (Photo by Pankaj Nangia/Getty Images),
53,https://www.news24.com/sport/Golf/watch-tiger-woods-thrills-with-riviera-finish-i-was-able-to-fight-back-20230217,6h ago,Sports,WATCH | Tiger Woods thrills with Riviera finish: 'I was able to fight back',Compiled by Lynn Butler,https://cdn.24.co.za/files/Cms/General/d/8066/b7720b2587d74404a70ea7c07363c794.jpg,American golfer Tiger Woods,
54,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/lions-show-their-cards-for-sharks-derby-lombard-at-no-10-speedster-maxwane-back-from-injury-20230217,6h ago,Sports,"Lions show their cards for Sharks derby: Lombard at No 10, speedster Maxwane back from injury",Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/11613/c0f12245860f4045bdea037bc62326c7.jpg,Rabz Maxwane. (Photo by Frikkie Kapp/Gallo Images),
55,https://www.news24.com/sport/Cricket/Proteas/proteas-leadership-shake-up-temba-takes-over-test-captaincy-ahead-of-windies-series-20230217,1h ago,Sports,"Proteas shake-up: Bavuma handed Test captaincy, stands down from T20 role as De Zorzi called up",Craig Taylor,https://cdn.24.co.za/files/Cms/General/d/8361/c6a838fdef4649b1833da1c2ac430c99.jpg,Temba Bavuma (Gallo),
56,https://www.news24.com/sport/OtherSport/WaterSport/birkett-mackenzie-tighten-their-grips-on-the-dusi-titles-20230217,31m ago,Sports,"Birkett, Mackenzie tighten their grips on the Dusi titles",Compiled by Craig Taylor,https://cdn.24.co.za/files/Cms/General/d/8362/a3c022dba3874a6292f26c6b35e09b8c.jpg,Andy Birkett (Gallo),
57,https://www.news24.com/sport/Cricket/SA20/biff-praises-temba-for-right-response-to-sa20-snub-reiterates-franchises-selection-autonomy-20230217,3h ago,Sports,"Biff praises Temba for 'right' response to SA20 snub, reiterates franchises' selection autonomy",Heinz Schenk,https://cdn.24.co.za/files/Cms/General/d/8249/51abb1a4ef464b299c73524e140aa18a.jpg,Temba Bavuma. (Photo by SA20/Sportzpics/Gallo Images),
58,https://www.news24.com/sport/Soccer/EnglishPremiership/saudis-join-race-to-buy-manchester-united-report-20230217,3h ago,Sports,Saudis join race to buy Man United as deadline nears - report,AFP,https://cdn.24.co.za/files/Cms/General/d/8249/51abb1a4ef464b299c73524e140aa18a.jpg,Temba Bavuma. (Photo by SA20/Sportzpics/Gallo Images),
59,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/bok-winger-nkosi-to-start-for-bulls-against-stormers-steyn-set-for-150-game-milestone-20230217,5h ago,Sports,"Bok winger Nkosi to start for Bulls against Stormers, Steyn set for 150-game milestone",Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/7895/c666a4438c4640ae948f4e3bd1b17091.jpeg,Sbu Nkosi. (Johan Rynners/Vodacom Bulls),
60,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/scarra-starts-for-stormers-against-bulls-as-dobson-keeps-changes-to-a-minimum-20230217,4h ago,Sports,Scarra starts for Stormers against Bulls as Dobson keeps changes to a minimum,Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/8171/2df89e5e201f4b1ea7e46fc18878eff9.jpg,Scarra Ntubeni. (Photo by Ashley Vlotman/Gallo Images),
61,https://www.news24.com/sport/Rugby/Sevens/ismaiel-set-to-complete-rare-hat-trick-with-blitzboks-debut-in-la-20230217,3h ago,Sports,Ismaiel set to complete rare hat-trick with Blitzboks debut in LA,Compiled by Lynn Butler,https://cdn.24.co.za/files/Cms/General/d/8359/79fcb56731f549c2a97e92a9317ac514.jpg,Travis Ismaiel,
62,https://www.news24.com/sport/Cricket/khawaja-handscomb-lead-australia-fight-in-2nd-india-test-20230217,2h ago,Sports,"Khawaja, Handscomb lead Australia fight in 2nd India Test",AFP,https://cdn.24.co.za/files/Cms/General/d/8359/4ab3ad8452da4592bd0c87babd9463f2.jpg,Peter Handscomb. (Photo by Pankaj Nangia/Getty Images),
63,https://www.news24.com/sport/Golf/watch-tiger-woods-thrills-with-riviera-finish-i-was-able-to-fight-back-20230217,6h ago,Sports,WATCH | Tiger Woods thrills with Riviera finish: 'I was able to fight back',Compiled by Lynn Butler,https://cdn.24.co.za/files/Cms/General/d/8066/b7720b2587d74404a70ea7c07363c794.jpg,American golfer Tiger Woods,
64,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/lions-show-their-cards-for-sharks-derby-lombard-at-no-10-speedster-maxwane-back-from-injury-20230217,6h ago,Sports,"Lions show their cards for Sharks derby: Lombard at No 10, speedster Maxwane back from injury",Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/11613/c0f12245860f4045bdea037bc62326c7.jpg,Rabz Maxwane. (Photo by Frikkie Kapp/Gallo Images),
65,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/powell-suggests-tug-of-war-between-sharks-and-stormers-for-fassi-is-indeed-brewing-20230217,8h ago,Sports,Powell suggests tug-of-war between Sharks and Stormers for Fassi is indeed brewing,Heinz Schenk,https://cdn.24.co.za/files/Cms/General/d/8355/98c84fc341d74532b346e5c6ee44b11a.jpg,Aphelele Fassi. (Photo by  Steve Haag/Gallo Images),
66,https://www.news24.com/sport/Cricket/Proteas/proteas-leadership-shake-up-temba-takes-over-test-captaincy-ahead-of-windies-series-20230217,1h ago,Sports,"Proteas shake-up: Bavuma handed Test captaincy, stands down from T20 role as De Zorzi called up",Craig Taylor,https://cdn.24.co.za/files/Cms/General/d/8361/c6a838fdef4649b1833da1c2ac430c99.jpg,Temba Bavuma (Gallo),
67,https://www.news24.com/sport/OtherSport/WaterSport/birkett-mackenzie-tighten-their-grips-on-the-dusi-titles-20230217,31m ago,Sports,"Birkett, Mackenzie tighten their grips on the Dusi titles",Compiled by Craig Taylor,https://cdn.24.co.za/files/Cms/General/d/8362/a3c022dba3874a6292f26c6b35e09b8c.jpg,Andy Birkett (Gallo),
68,https://www.news24.com/sport/Cricket/SA20/biff-praises-temba-for-right-response-to-sa20-snub-reiterates-franchises-selection-autonomy-20230217,3h ago,Sports,"Biff praises Temba for 'right' response to SA20 snub, reiterates franchises' selection autonomy",Heinz Schenk,https://cdn.24.co.za/files/Cms/General/d/8249/51abb1a4ef464b299c73524e140aa18a.jpg,Temba Bavuma. (Photo by SA20/Sportzpics/Gallo Images),
69,https://www.news24.com/sport/Soccer/EnglishPremiership/saudis-join-race-to-buy-manchester-united-report-20230217,3h ago,Sports,Saudis join race to buy Man United as deadline nears - report,AFP,https://cdn.24.co.za/files/Cms/General/d/8249/51abb1a4ef464b299c73524e140aa18a.jpg,Temba Bavuma. (Photo by SA20/Sportzpics/Gallo Images),
70,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/bok-winger-nkosi-to-start-for-bulls-against-stormers-steyn-set-for-150-game-milestone-20230217,5h ago,Sports,"Bok winger Nkosi to start for Bulls against Stormers, Steyn set for 150-game milestone",Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/7895/c666a4438c4640ae948f4e3bd1b17091.jpeg,Sbu Nkosi. (Johan Rynners/Vodacom Bulls),
71,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/scarra-starts-for-stormers-against-bulls-as-dobson-keeps-changes-to-a-minimum-20230217,4h ago,Sports,Scarra starts for Stormers against Bulls as Dobson keeps changes to a minimum,Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/8171/2df89e5e201f4b1ea7e46fc18878eff9.jpg,Scarra Ntubeni. (Photo by Ashley Vlotman/Gallo Images),
72,https://www.news24.com/sport/Rugby/Sevens/ismaiel-set-to-complete-rare-hat-trick-with-blitzboks-debut-in-la-20230217,3h ago,Sports,Ismaiel set to complete rare hat-trick with Blitzboks debut in LA,Compiled by Lynn Butler,https://cdn.24.co.za/files/Cms/General/d/8359/79fcb56731f549c2a97e92a9317ac514.jpg,Travis Ismaiel,
73,https://www.news24.com/sport/Cricket/khawaja-handscomb-lead-australia-fight-in-2nd-india-test-20230217,2h ago,Sports,"Khawaja, Handscomb lead Australia fight in 2nd India Test",AFP,https://cdn.24.co.za/files/Cms/General/d/8359/4ab3ad8452da4592bd0c87babd9463f2.jpg,Peter Handscomb. (Photo by Pankaj Nangia/Getty Images),
74,https://www.news24.com/sport/Golf/watch-tiger-woods-thrills-with-riviera-finish-i-was-able-to-fight-back-20230217,6h ago,Sports,WATCH | Tiger Woods thrills with Riviera finish: 'I was able to fight back',Compiled by Lynn Butler,https://cdn.24.co.za/files/Cms/General/d/8066/b7720b2587d74404a70ea7c07363c794.jpg,American golfer Tiger Woods,
75,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/lions-show-their-cards-for-sharks-derby-lombard-at-no-10-speedster-maxwane-back-from-injury-20230217,6h ago,Sports,"Lions show their cards for Sharks derby: Lombard at No 10, speedster Maxwane back from injury",Herman Mostert,https://cdn.24.co.za/files/Cms/General/d/11613/c0f12245860f4045bdea037bc62326c7.jpg,Rabz Maxwane. (Photo by Frikkie Kapp/Gallo Images),
76,https://www.news24.com/sport/Rugby/UnitedRugbyChampionship/powell-suggests-tug-of-war-between-sharks-and-stormers-for-fassi-is-indeed-brewing-20230217,8h ago,Sports,Powell suggests tug-of-war between Sharks and Stormers for Fassi is indeed brewing,Heinz Schenk,https://cdn.24.co.za/files/Cms/General/d/8355/98c84fc341d74532b346e5c6ee44b11a.jpg,Aphelele Fassi. (Photo by  Steve Haag/Gallo Images),
77,https://www.news24.com/sport/Cricket/blundell-leads-new-zealand-fightback-in-england-first-test-20230217,5h ago,Sports,Blundell leads New Zealand fightback in England first Test,AFP,https://cdn.24.co.za/files/Cms/General/d/8075/146bef46479549bea4424864e6f3106e.jpg,Tom Blundell. (Photo by Phil Walter/Getty Images),
78,https://www.news24.com/sport/Cricket/Proteas/proteas-leadership-shake-up-temba-takes-over-test-captaincy-ahead-of-windies-series-20230217,1h ago,Sports,"Proteas shake-up: Bavuma handed Test captaincy, stands down from T20 role as De Zorzi called up",Craig Taylor,https://cdn.24.co.za/files/Cms/General/d/8361/c6a838fdef4649b1833da1c2ac430c99.jpg,Temba Bavuma (Gallo),
